wind_speed,swr,LAKE_PARAMS/c_relax_C,par_id
1.4845,0.92622,0.00067776,p0001
1.2677,0.77466,0.00026282,p0002
1.4672,0.86451,0.0031292,p0003
1.9143,0.36812,0.00044617,p0004
1.3024,1.2065,0.00069416,p0005
1.0562,0.43023,0.00015434,p0006
1.6952,1.3183,0.0077473,p0007
1.0829,0.27547,0.0022218,p0008
1.2878,0.90881,0.0027429,p0009
1.5937,0.70959,0.001498,p0010
0.77268,1.1,0.00050985,p0011
1.4356,0.25665,0.00068514,p0012
1.2803,0.58904,0.0001246,p0013
1.2388,0.71612,0.00019038,p0014
1.8694,0.83362,0.005739,p0015
0.95598,0.53867,0.002465,p0016
1.6846,1.0555,0.0055849,p0017
0.13728,1.2172,0.00021,p0018
1.9627,0.94859,0.002349,p0019
0.70539,1.104,0.0036735,p0020
0.84728,1.2784,0.0002195,p0021
0.95994,0.59173,0.00011966,p0022
0.38344,0.97177,0.00013988,p0023
0.35147,0.62696,0.00015667,p0024
0.25974,0.76502,0.0051604,p0025
0.46325,0.78685,0.00010529,p0026
1.1352,0.26653,0.0049206,p0027
1.957,0.80207,0.00011869,p0028
0.63026,0.29755,0.00046423,p0029
1.7368,1.2643,0.00010353,p0030
1.8328,1.4146,0.0058498,p0031
0.92872,0.47504,0.0062407,p0032
0.6688,0.57446,0.0017805,p0033
1.6021,0.23693,0.0097315,p0034
1.5275,1.3994,0.0018452,p0035
0.53511,0.23829,0.0011264,p0036
1.1588,1.3009,0.00024286,p0037
0.80489,0.14176,0.006452,p0038
1.0067,0.79801,0.00051176,p0039
0.21516,0.16253,0.0085574,p0040
1.4543,0.16497,0.0002888,p0041
0.72534,0.53246,0.0018685,p0042
0.18429,0.90398,0.00012476,p0043
1.667,0.10258,0.0011981,p0044
0.3062,0.50246,0.0068258,p0045
0.61231,0.91813,0.001275,p0046
0.15574,0.49093,0.00062583,p0047
1.748,1.0796,0.00577,p0048
0.99509,0.20905,0.00018336,p0049
1.6304,0.5957,0.0039605,p0050
1.0487,0.17982,0.00017807,p0051
1.5032,0.61576,0.0014507,p0052
1.6368,0.38171,0.00042913,p0053
1.8199,0.82279,0.00022119,p0054
